Id,SalePrice
1635,181153.875
1636,153214.578125
1637,205582.34375
1638,209151.515625
1639,180949.890625
1640,259389.640625
1641,165343.46875
1642,238093.4375
1643,227118.34375
1644,222768.8125
1645,229414.328125
1646,153010.59375
1647,146951.734375
1648,129964.7421875
1649,144233.703125
1650,129964.7421875
1651,120386.328125
1652,99244.5703125
1653,102075.7578125
1654,147155.71875
1655,144233.703125
1656,144233.703125
1657,144233.703125
1658,144233.703125
1659,120386.328125
1660,153214.578125
1661,471067.1875
1662,395039.59375
1663,376811.0
1664,537991.1875
1665,313768.15625
1666,345492.46875
1667,345492.46875
1668,328619.53125
1669,297608.46875
1670,332518.0625
1671,260297.734375
1672,414075.5
1673,307019.75
1674,259114.84375
1675,195479.96875
1676,195479.96875
1677,215450.96875
1678,467992.90625
1679,394311.1875
1680,334801.59375
1681,229139.53125
1682,311484.625
1683,182005.921875
1684,181153.875
1685,171406.828125
1686,171406.828125
1687,165547.453125
1688,194627.921875
1689,194627.921875
1690,194627.921875
1691,181153.875
1692,258262.796875
1693,165547.453125
1694,181153.875
1695,165547.453125
1696,270135.34375
1697,165547.453125
1698,333949.5625
1699,312916.125
1700,248428.640625
1701,270135.34375
1702,263767.59375
1703,263767.59375
1704,296756.4375
1705,235534.78125
1706,470349.46875
1707,222768.8125
1708,220651.75
1709,273052.75
1710,214598.921875
1711,270135.34375
1712,261729.203125
1713,263767.59375
1714,215631.453125
1715,208024.671875
1716,187731.953125
1717,175780.71875
1718,124125.7578125
1719,212017.4375
1720,239913.1875
1721,175780.71875
1722,120386.328125
1723,165547.453125
1724,200864.21875
1725,228287.484375
1726,187731.953125
1727,144233.703125
1728,175780.71875
1729,158557.828125
1730,150305.390625
1731,118152.7578125
1732,129964.7421875
1733,114720.375
1734,124125.7578125
1735,138606.15625
1736,117133.109375
1737,343219.625
1738,235534.78125
1739,279244.4375
1740,208024.671875
1741,187731.953125
1742,165547.453125
1743,158557.828125
1744,312916.125
1745,205582.34375
1746,205582.34375
1747,209151.515625
1748,236661.625
1749,153010.59375
1750,144029.71875
1751,241040.03125
1752,117133.109375
1753,150305.390625
1754,206709.1875
1755,165343.46875
1756,134089.3125
1757,118152.7578125
1758,144233.703125
1759,153202.78125
1760,158557.828125
1761,150305.390625
1762,181153.875
1763,162528.15625
1764,114720.375
1765,181153.875
1766,194627.921875
1767,238093.4375
1768,144233.703125
1769,175780.71875
1770,150305.390625
1771,118152.7578125
1772,126376.03125
1773,124125.7578125
1774,128188.1328125
1775,138606.15625
1776,124125.7578125
1777,109396.6796875
1778,144233.703125
1779,105390.4453125
1780,181153.875
1781,126376.03125
1782,72435.21875
1783,144233.703125
1784,109396.6796875
1785,118152.7578125
1786,162528.15625
1787,162528.15625
1788,54038.23828125
1789,102075.7578125
1790,68049.1953125
1791,181153.875
1792,158557.828125
1793,123355.3828125
1794,155735.21875
1795,134089.3125
1796,124926.96875
1797,134089.3125
1798,120386.328125
1799,109396.6796875
1800,120386.328125
1801,132544.234375
1802,134089.3125
1803,147155.71875
1804,150305.390625
1805,144233.703125
1806,126376.03125
1807,134089.3125
1808,117133.109375
1809,118152.7578125
1810,144233.703125
1811,105390.4453125
1812,89239.7109375
1813,112430.40625
1814,86542.8046875
1815,68049.1953125
1816,102075.7578125
1817,99244.5703125
1818,147155.71875
1819,126376.03125
1820,68049.1953125
1821,109396.6796875
1822,150305.390625
1823,54038.23828125
1824,128188.1328125
1825,134089.3125
1826,92598.3046875
1827,102075.7578125
1828,129964.7421875
1829,118152.7578125
1830,138606.15625
1831,153214.578125
1832,98473.1875
1833,132544.234375
1834,137224.453125
1835,135679.375
1836,106916.1171875
1837,92598.3046875
1838,127490.515625
1839,109396.6796875
1840,165547.453125
1841,144233.703125
1842,80555.53125
1843,134089.3125
1844,134089.3125
1845,134089.3125
1846,144233.703125
1847,150305.390625
1848,54038.23828125
1849,109396.6796875
1850,109396.6796875
1851,154883.765625
1852,124125.7578125
1853,134089.3125
1854,171406.828125
1855,153214.578125
1856,227118.34375
1857,147060.265625
1858,134089.3125
1859,118940.6953125
1860,153214.578125
1861,118940.6953125
1862,296756.4375
1863,296756.4375
1864,296756.4375
1865,345363.0625
1866,336093.0
1867,234857.015625
1868,291149.71875
1869,211539.796875
1870,228973.328125
1871,239235.4375
1872,165069.8125
1873,245729.546875
1874,143756.0625
1875,200386.578125
1876,200386.578125
1877,214121.28125
1878,211539.796875
1879,129487.1015625
1880,129487.1015625
1881,259095.234375
1882,247750.875
1883,187254.3125
1884,200386.578125
1885,247750.875
1886,291149.71875
1887,211539.796875
1888,278566.6875
1889,165069.8125
1890,127417.7578125
1891,144233.703125
1892,99941.9765625
1893,125605.65625
1894,132544.234375
1895,133318.9375
1896,129964.7421875
1897,117133.109375
1898,121174.265625
1899,150305.390625
1900,153214.578125
1901,159359.03125
1902,133241.640625
1903,195429.125
1904,134089.3125
1905,165547.453125
1906,153119.125
1907,185212.953125
1908,105390.4453125
1909,128188.1328125
1910,118152.7578125
1911,187731.953125
1912,293914.875
1913,147060.265625
1914,72435.21875
1915,345337.84375
1916,59225.02734375
1917,239913.1875
1918,134089.3125
1919,177449.90625
1920,165547.453125
1921,372206.1875
1922,306865.125
1923,212017.4375
1924,213828.546875
1925,200864.21875
1926,379739.46875
1927,134089.3125
1928,158557.828125
1929,129964.7421875
1930,129964.7421875
1931,144233.703125
1932,153214.578125
1933,187731.953125
1934,175780.71875
1935,181153.875
1936,194627.921875
1937,187731.953125
1938,175780.71875
1939,247658.265625
1940,188429.359375
1941,175780.71875
1942,194627.921875
1943,212714.84375
1944,334646.96875
1945,416204.40625
1946,141056.890625
1947,334646.96875
1948,187731.953125
1949,249555.484375
1950,195754.765625
1951,241040.03125
1952,213144.28125
1953,165343.46875
1954,193857.546875
1955,138402.171875
1956,334723.40625
1957,150101.40625
1958,318948.6875
1959,144233.703125
1960,117133.109375
1961,120386.328125
1962,92598.3046875
1963,105390.4453125
1964,112430.40625
1965,147155.71875
1966,134089.3125
1967,275899.5625
1968,403313.15625
1969,403313.15625
1970,414803.90625
1971,482484.6875
1972,381984.53125
1973,273904.78125
1974,318673.875
1975,373736.6875
1976,283855.625
1977,395039.59375
1978,394311.1875
1979,313768.15625
1980,204150.875
1981,345492.46875
1982,221503.796875
1983,188584.0
1984,172258.875
1985,245032.140625
1986,233407.1875
1987,165547.453125
1988,175780.71875
1989,187731.953125
1990,212017.4375
1991,238945.484375
1992,220651.75
1993,165547.453125
1994,245032.140625
1995,187731.953125
1996,248428.640625
1997,296756.4375
1998,327869.84375
1999,258262.796875
2000,317821.84375
2001,270135.34375
2002,258262.796875
2003,263767.59375
2004,279244.4375
2005,228287.484375
2006,212017.4375
2007,248428.640625
2008,208024.671875
2009,194627.921875
2010,194627.921875
2011,134089.3125
2012,171406.828125
2013,175780.71875
2014,187731.953125
2015,194627.921875
2016,200864.21875
2017,194627.921875
2018,126376.03125
2019,132544.234375
2020,114720.375
2021,112430.40625
2022,194627.921875
2023,138606.15625
2024,263767.59375
2025,349204.09375
2026,175780.71875
2027,155735.21875
2028,147155.71875
2029,165547.453125
2030,263767.59375
2031,245032.140625
2032,248428.640625
2033,258262.796875
2034,158557.828125
2035,212017.4375
2036,175780.71875
2037,181153.875
2038,290317.28125
2039,215631.453125
2040,306167.71875
2041,275047.53125
2042,205582.34375
2043,175576.734375
2044,175576.734375
2045,209151.515625
2046,133885.328125
2047,147155.71875
2048,138606.15625
2049,138606.15625
2050,187527.96875
2051,102075.7578125
2052,129964.7421875
2053,147155.71875
2054,88468.328125
2055,153214.578125
2056,144233.703125
2057,112430.40625
2058,212017.4375
2059,129964.7421875
2060,175780.71875
2061,165547.453125
2062,128188.1328125
2063,117133.109375
2064,144233.703125
2065,114720.375
2066,158557.828125
2067,124125.7578125
2068,128188.1328125
2069,80555.53125
2070,106916.1171875
2071,92598.3046875
2072,134089.3125
2073,144233.703125
2074,175780.71875
2075,147155.71875
2076,120386.328125
2077,138606.15625
2078,118152.7578125
2079,138606.15625
2080,120386.328125
2081,124125.7578125
2082,138606.15625
2083,132544.234375
2084,105390.4453125
2085,120386.328125
2086,137224.453125
2087,129964.7421875
2088,89239.7109375
2089,72435.21875
2090,126376.03125
2091,107590.765625
2092,124125.7578125
2093,105390.4453125
2094,106916.1171875
2095,134089.3125
2096,80555.53125
2097,89239.7109375
2098,147155.71875
2099,59236.8203125
2100,80555.53125
2101,112430.40625
2102,144233.703125
2103,99244.5703125
2104,129964.7421875
2105,118152.7578125
2106,54038.23828125
2107,212017.4375
2108,118152.7578125
2109,105390.4453125
2110,127163.96875
2111,154883.765625
2112,134089.3125
2113,120386.328125
2114,120386.328125
2115,158557.828125
2116,113231.6171875
2117,134089.3125
2118,112430.40625
2119,115508.3125
2120,124125.7578125
2121,102075.7578125
2122,112430.40625
2123,92598.3046875
2124,155735.21875
2125,134089.3125
2126,129964.7421875
2127,165547.453125
2128,128188.1328125
2129,80555.53125
2130,144233.703125
2131,155627.96875
2132,106916.1171875
2133,120386.328125
2134,124125.7578125
2135,99244.5703125
2136,80555.53125
2137,124125.7578125
2138,144233.703125
2139,144233.703125
2140,138606.15625
2141,153214.578125
2142,124125.7578125
2143,150305.390625
2144,109396.6796875
2145,138606.15625
2146,171406.828125
2147,138606.15625
2148,144221.90625
2149,144233.703125
2150,212017.4375
2151,106916.1171875
2152,165547.453125
2153,181153.875
2154,102075.7578125
2155,138606.15625
2156,258262.796875
2157,227118.34375
2158,227118.34375
2159,200864.21875
2160,165069.8125
2161,257585.03125
2162,414674.5
2163,345363.0625
2164,238093.4375
2165,201611.96875
2166,152736.9375
2167,211539.796875
2168,211539.796875
2169,187254.3125
2170,205104.703125
2171,149827.75
2172,138128.515625
2173,158080.1875
2174,222291.171875
2175,284609.375
2176,313748.5625
2177,231100.921875
2178,205104.703125
2179,138128.515625
2180,230011.28125
2181,180676.234375
2182,211539.796875
2183,180676.234375
2184,126376.03125
2185,129964.7421875
2186,144233.703125
2187,144233.703125
2188,153214.578125
2189,235534.78125
2190,80555.53125
2191,80555.53125
2192,89239.7109375
2193,92598.3046875
2194,108626.3046875
2195,100237.8203125
2196,103069.0078125
2197,118152.7578125
2198,165547.453125
2199,181153.875
2200,139292.25
2201,124125.7578125
2202,181153.875
2203,121083.734375
2204,181851.28125
2205,107717.328125
2206,126376.03125
2207,195325.328125
2208,239762.625
2209,205582.34375
2210,118152.7578125
2211,118152.7578125
2212,112430.40625
2213,105390.4453125
2214,144233.703125
2215,99244.5703125
2216,147155.71875
2217,59236.8203125
2218,93272.953125
2219,80555.53125
2220,72338.484375
2221,354946.375
2222,258960.203125
2223,306167.71875
2224,212017.4375
2225,124125.7578125
2226,187731.953125
2227,194627.921875
2228,270832.75
2229,234104.59375
2230,162528.15625
2231,201561.625
2232,181153.875
2233,171406.828125
2234,239913.1875
2235,215631.453125
2236,258960.203125
2237,312916.125
2238,212017.4375
2239,102075.7578125
2240,162528.15625
2241,155735.21875
2242,124125.7578125
2243,128188.1328125
2244,102075.7578125
2245,102075.7578125
2246,144233.703125
2247,124125.7578125
2248,126376.03125
2249,126376.03125
2250,134089.3125
2251,114720.375
2252,171406.828125
2253,147853.125
2254,165547.453125
2255,194627.921875
2256,175780.71875
2257,212017.4375
2258,158557.828125
2259,175780.71875
2260,124125.7578125
2261,187731.953125
2262,208722.078125
2263,352828.15625
2264,492226.59375
2265,181153.875
2266,297453.84375
2267,376656.375
2268,414649.28125
2269,171202.84375
2270,188858.796875
2271,221778.59375
2272,201991.0625
2273,171202.84375
2274,180949.890625
2275,175576.734375
2276,195754.765625
2277,195754.765625
2278,155735.21875
2279,124125.7578125
2280,124125.7578125
2281,165547.453125
2282,194627.921875
2283,106916.1171875
2284,109396.6796875
2285,144233.703125
2286,129964.7421875
2287,355101.0
2288,245884.1875
2289,394311.1875
2290,438711.3125
2291,313768.15625
2292,471067.1875
2293,471067.1875
2294,416359.03125
2295,494499.4375
2296,283855.625
2297,313768.15625
2298,331727.28125
2299,403313.15625
2300,349357.71875
2301,286139.15625
2302,270987.375
2303,240765.25
2304,243600.671875
2305,195479.96875
2306,195479.96875
2307,195479.96875
2308,212869.484375
2309,280096.46875
2310,195479.96875
2311,201716.265625
2312,175780.71875
2313,171406.828125
2314,171406.828125
2315,165547.453125
2316,181153.875
2317,187731.953125
2318,171406.828125
2319,171406.828125
2320,175780.71875
2321,273052.75
2322,181153.875
2323,187731.953125
2324,171406.828125
2325,212017.4375
2326,165547.453125
2327,208024.671875
2328,220651.75
2329,187731.953125
2330,181153.875
2331,367004.875
2332,401040.3125
2333,317821.84375
2334,248428.640625
2335,270135.34375
2336,296756.4375
2337,215631.453125
2338,275047.53125
2339,205582.34375
2340,412531.0625
2341,235534.78125
2342,245032.140625
2343,235534.78125
2344,228287.484375
2345,238093.4375
2346,208024.671875
2347,212017.4375
2348,239913.1875
2349,181153.875
2350,282163.9375
2351,248428.640625
2352,235534.78125
2353,270135.34375
2354,118152.7578125
2355,144233.703125
2356,153214.578125
2357,194627.921875
2358,194627.921875
2359,129964.7421875
2360,117133.109375
2361,147155.71875
2362,272528.53125
2363,134089.3125
2364,171406.828125
2365,227118.34375
2366,175780.71875
2367,212017.4375
2368,215631.453125
2369,214598.921875
2370,162528.15625
2371,162528.15625
2372,200864.21875
2373,270135.34375
2374,307720.125
2375,258262.796875
2376,293016.0625
2377,352828.15625
2378,146951.734375
2379,213144.28125
2380,150101.40625
2381,165343.46875
2382,201991.0625
2383,206709.1875
2384,264894.4375
2385,165343.46875
2386,133885.328125
2387,129964.7421875
2388,109396.6796875
2389,124113.96875
2390,144233.703125
2391,128188.1328125
2392,117133.109375
2393,165547.453125
2394,129964.7421875
2395,205582.34375
2396,150305.390625
2397,205582.34375
2398,128188.1328125
2399,54038.23828125
2400,59236.8203125
2401,120386.328125
2402,144233.703125
2403,120386.328125
2404,153214.578125
2405,155735.21875
2406,129964.7421875
2407,129964.7421875
2408,144233.703125
2409,124125.7578125
2410,181153.875
2411,118152.7578125
2412,162528.15625
2413,126376.03125
2414,134089.3125
2415,112430.40625
2416,124125.7578125
2417,132544.234375
2418,134089.3125
2419,126376.03125
2420,117133.109375
2421,143463.328125
2422,109396.6796875
2423,109396.6796875
2424,158557.828125
2425,235522.984375
2426,147155.71875
2427,120386.328125
2428,175780.71875
2429,124125.7578125
2430,134089.3125
2431,109396.6796875
2432,138606.15625
2433,138606.15625
2434,134089.3125
2435,144233.703125
2436,102075.7578125
2437,109396.6796875
2438,124125.7578125
2439,106144.734375
2440,120386.328125
2441,105390.4453125
2442,106916.1171875
2443,138606.15625
2444,138606.15625
2445,89239.7109375
2446,147155.71875
2447,181153.875
2448,132544.234375
2449,109396.6796875
2450,150305.390625
2451,126376.03125
2452,200864.21875
2453,92598.3046875
2454,126376.03125
2455,127163.96875
2456,134786.71875
2457,126376.03125
2458,129964.7421875
2459,109396.6796875
2460,132544.234375
2461,124125.7578125
2462,138606.15625
2463,118152.7578125
2464,175780.71875
2465,124913.6953125
2466,109396.6796875
2467,150305.390625
2468,80555.53125
2469,72435.21875
2470,194627.921875
2471,215631.453125
2472,158557.828125
2473,112430.40625
2474,68049.1953125
2475,224438.0
2476,112430.40625
2477,128188.1328125
2478,155735.21875
2479,102075.7578125
2480,165547.453125
2481,126376.03125
2482,134089.3125
2483,114720.375
2484,124125.7578125
2485,129964.7421875
2486,145902.890625
2487,171406.828125
2488,175780.71875
2489,138606.15625
2490,153214.578125
2491,99244.5703125
2492,175780.71875
2493,147155.71875
2494,153214.578125
2495,99244.5703125
2496,238136.109375
2497,153214.578125
2498,102773.1640625
2499,89239.7109375
2500,134089.3125
2501,134089.3125
2502,147155.71875
2503,86542.8046875
2504,175780.71875
2505,212017.4375
2506,257585.03125
2507,286119.5625
2508,274369.78125
2509,214121.28125
2510,205104.703125
2511,170929.1875
2512,207547.03125
2513,214598.921875
2514,248421.96875
2515,149827.75
2516,175303.078125
2517,152736.9375
2518,152736.9375
2519,215153.8125
2520,200386.578125
2521,180676.234375
2522,222291.171875
2523,130263.0625
2524,132066.59375
2525,138128.515625
2526,129487.1015625
2527,116655.4765625
2528,125158.3125
2529,128300.2890625
2530,119908.6953125
2531,247750.875
2532,226640.703125
2533,187254.3125
2534,230483.53125
2535,296078.6875
2536,231100.921875
2537,239235.4375
2538,170929.1875
2539,194150.28125
2540,165069.8125
2541,170929.1875
2542,162050.515625
2543,128188.1328125
2544,118152.7578125
2545,134089.3125
2546,124125.7578125
2547,147155.71875
2548,147155.71875
2549,175780.71875
2550,245909.640625
2551,147155.71875
2552,134089.3125
2553,80555.53125
2554,106916.1171875
2555,118940.6953125
2556,99244.5703125
2557,110094.0859375
2558,132544.234375
2559,117133.109375
2560,145034.90625
2561,144233.703125
2562,126376.03125
2563,134089.3125
2564,187731.953125
2565,134878.71875
2566,153911.984375
2567,120386.328125
2568,175780.71875
2569,205582.34375
2570,118152.7578125
2571,181153.875
2572,160227.015625
2573,198731.4375
2574,288683.3125
2575,128188.1328125
2576,124125.7578125
2577,147155.71875
2578,92598.3046875
2579,68049.1953125
2580,124125.7578125
2581,128188.1328125
2582,126376.03125
2583,245729.546875
2584,173076.015625
2585,194627.921875
2586,222768.8125
2587,194627.921875
2588,147155.71875
2589,153214.578125
2590,214598.921875
2591,212017.4375
2592,195325.328125
2593,249126.046875
2594,171406.828125
2595,187731.953125
2596,285287.125
2597,181153.875
2598,279244.4375
2599,334646.96875
2600,143463.328125
2601,155735.21875
2602,80555.53125
2603,92598.3046875
2604,92598.3046875
2605,80555.53125
2606,138606.15625
2607,200864.21875
2608,222768.8125
2609,162528.15625
2610,109396.6796875
2611,129964.7421875
2612,153214.578125
2613,138606.15625
2614,129964.7421875
2615,150305.390625
2616,153214.578125
2617,175780.71875
2618,205570.546875
2619,187731.953125
2620,181153.875
2621,165547.453125
2622,181153.875
2623,238833.515625
2624,306865.125
2625,285287.125
2626,171406.828125
2627,155735.21875
2628,416204.40625
2629,494344.8125
2630,345337.84375
2631,470349.46875
2632,416204.40625
2633,328214.25
2634,427978.90625
2635,162324.171875
2636,195754.765625
2637,180949.890625
2638,263767.59375
2639,180949.890625
2640,153010.59375
2641,112430.40625
2642,200864.21875
2643,105390.4453125
2644,127417.7578125
2645,112430.40625
2646,92598.3046875
2647,109396.6796875
2648,144233.703125
2649,150305.390625
2650,150305.390625
2651,144233.703125
2652,395039.59375
2653,234103.3125
2654,243600.671875
2655,390833.90625
2656,311484.625
2657,355101.0
2658,292201.75
2659,297608.46875
2660,355101.0
2661,376811.0
2662,374527.46875
2663,295324.9375
2664,259114.84375
2665,313768.15625
2666,273904.78125
2667,165547.453125
2668,175780.71875
2669,175780.71875
2670,275047.53125
2671,181153.875
2672,212017.4375
2673,220651.75
2674,227118.34375
2675,171406.828125
2676,187731.953125
2677,200864.21875
2678,248428.640625
2679,263767.59375
2680,296756.4375
2681,412531.0625
2682,333949.5625
2683,422861.40625
2684,312916.125
2685,306167.71875
2686,245032.140625
2687,309792.9375
2688,212017.4375
2689,194627.921875
2690,389125.875
2691,187731.953125
2692,128188.1328125
2693,200864.21875
2694,118152.7578125
2695,187731.953125
2696,175780.71875
2697,194627.921875
2698,194627.921875
2699,171406.828125
2700,147155.71875
2701,165547.453125
2702,112430.40625
2703,128188.1328125
2704,137835.78125
2705,118152.7578125
2706,117133.109375
2707,129964.7421875
2708,128188.1328125
2709,105390.4453125
2710,128188.1328125
2711,279244.4375
2712,369123.09375
2713,165547.453125
2714,147155.71875
2715,165547.453125
2716,150305.390625
2717,194627.921875
2718,233407.1875
2719,162324.171875
2720,180949.890625
2721,138606.15625
2722,162528.15625
2723,153214.578125
2724,129964.7421875
2725,134089.3125
2726,150305.390625
2727,186961.578125
2728,175780.71875
2729,158557.828125
2730,150305.390625
2731,128188.1328125
2732,134089.3125
2733,170636.453125
2734,165535.65625
2735,132544.234375
2736,158546.03125
2737,117133.109375
2738,124125.7578125
2739,155735.21875
2740,134089.3125
2741,144233.703125
2742,155735.21875
2743,153214.578125
2744,165547.453125
2745,138606.15625
2746,132544.234375
2747,138606.15625
2748,124125.7578125
2749,138606.15625
2750,137444.015625
2751,134089.3125
2752,219881.375
2753,150293.59375
2754,238136.109375
2755,126376.03125
2756,92598.3046875
2757,68049.1953125
2758,92598.3046875
2759,150305.390625
2760,128188.1328125
2761,144233.703125
2762,144233.703125
2763,194627.921875
2764,155735.21875
2765,306865.125
2766,138606.15625
2767,86542.8046875
2768,124125.7578125
2769,124125.7578125
2770,147155.71875
2771,117133.109375
2772,109396.6796875
2773,175780.71875
2774,144233.703125
2775,132544.234375
2776,144233.703125
2777,139280.796875
2778,120386.328125
2779,117133.109375
2780,106916.1171875
2781,99244.5703125
2782,99244.5703125
2783,92598.3046875
2784,124125.7578125
2785,138606.15625
2786,59236.8203125
2787,120386.328125
2788,68049.1953125
2789,175780.71875
2790,99244.5703125
2791,109396.6796875
2792,54038.23828125
2793,168887.828125
2794,89239.7109375
2795,112430.40625
2796,80555.53125
2797,227118.34375
2798,106916.1171875
2799,109396.6796875
2800,72435.21875
2801,102075.7578125
2802,134089.3125
2803,138606.15625
2804,134077.515625
2805,106916.1171875
2806,80555.53125
2807,165547.453125
2808,153214.578125
2809,134089.3125
2810,134089.3125
2811,171406.828125
2812,153214.578125
2813,147155.71875
2814,138606.15625
2815,99244.5703125
2816,245032.140625
2817,165547.453125
2818,134089.3125
2819,166244.859375
2820,129964.7421875
2821,120386.328125
2822,212017.4375
2823,306167.71875
2824,187731.953125
2825,153214.578125
2826,129964.7421875
2827,138606.15625
2828,237203.96875
2829,228287.484375
2830,226640.703125
2831,180676.234375
2832,238925.875
2833,292460.71875
2834,215153.8125
2835,211539.796875
2836,194150.28125
2837,153214.578125
2838,143756.0625
2839,170929.1875
2840,194150.28125
2841,194150.28125
2842,226640.703125
2843,155257.578125
2844,170929.1875
2845,123648.1171875
2846,200386.578125
2847,194150.28125
2848,213050.0
2849,194150.28125
2850,278566.6875
2851,220174.109375
2852,233702.25
2853,234857.015625
2854,138128.515625
2855,200386.578125
2856,194150.28125
2857,180676.234375
2858,205104.703125
2859,125907.953125
2860,128188.1328125
2861,130662.1484375
2862,187731.953125
2863,118152.7578125
2864,248428.640625
2865,144233.703125
2866,129964.7421875
2867,102075.7578125
2868,91826.921875
2869,124125.7578125
2870,144221.90625
2871,92598.3046875
2872,54038.23828125
2873,105390.4453125
2874,124125.7578125
2875,122938.8984375
2876,171406.828125
2877,134786.71875
2878,160009.15625
2879,138989.09375
2880,92598.3046875
2881,134089.3125
2882,166348.65625
2883,165547.453125
2884,195429.125
2885,181153.875
2886,228287.484375
2887,106916.1171875
2888,134089.3125
2889,59225.02734375
2890,80555.53125
2891,128188.1328125
2892,68049.1953125
2893,105390.4453125
2894,67277.8125
2895,297453.84375
2896,258960.203125
2897,215631.453125
2898,134089.3125
2899,208024.671875
2900,162528.15625
2901,227118.34375
2902,187731.953125
2903,317821.84375
2904,317821.84375
2905,89239.7109375
2906,205582.34375
2907,109396.6796875
2908,134089.3125
2909,138606.15625
2910,80555.53125
2911,80555.53125
2912,147155.71875
2913,86542.8046875
2914,80555.53125
2915,89239.7109375
2916,80555.53125
2917,175780.71875
2918,109396.6796875
2919,238093.4375
